Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow_Original (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),Flow (lpm),Flow from M01 (lpm),aortic Pressure (mmHg),AOP-purgeP,DC Valve
Tue Feb 14 2023,2553372,35002.82,1.258207,1.256635,0.8666121,0.9069366,0.8939754,130.6,28.3,20,9.621398,800,103.1779,23.47182,5.391478027,-67.1153688,34.052724,101.1680928,5.773602128,6.322,52.3,-78.3,0.42
Tue Feb 14 2023,2559514,35000.53,1.258531,1.260278,0.8748312,0.9080736,0.8944799,127.2,28.3,20,9.621398,800,103.1779,23.68625,5.436603516,-67.7529198,30.75246,98.5053798,5.822903437,6.397,49.4,-77.8,0.43
Tue Feb 14 2023,2565652,35000.52,1.258663,1.259214,0.8703682,0.9043102,0.895605,121.5,28.4,20,9.621398,800,103.1779,23.50969,5.456390625,-69.8905908,30.302424,100.1930148,5.844521605,6.47,47.1,-74.4,0.44
Tue Feb 14 2023,2571795,34991.46,1.262007,1.265111,0.8697632,0.9069594,0.8887371,100.4,28.4,20,9.621398,800,103.1779,23.03092,5.5708125,-71.7957432,26.552124,98.3478672,5.969531847,6.523,44.2,-56.2,0.45
Tue Feb 14 2023,2577936,35008.07,1.250361,1.248208,0.8648527,0.9010008,0.8899653,98.6,28.4,20,9.621398,800,103.1779,23.2119,5.582491699,-72.155772,24.676974,96.832746,5.982291816,6.57,41.9,-56.7,0.46
Tue Feb 14 2023,2584071,35000.24,1.251417,1.252808,0.8672633,0.9013205,0.8944741,116.3,28.4,20,9.621398,800,103.1779,23.3812,5.645237305,-72.7333182,22.87683,95.6101482,6.050843772,6.616,40.4,-75.9,0.47
Tue Feb 14 2023,2590201,35000.79,1.253636,1.252644,0.8670511,0.9065235,0.8946965,111.3,28.4,20,9.621398,800,103.1779,23.86819,5.673243652,-74.6909748,20.25162,94.9425948,6.08144177,6.665,38.1,-73.2,0.48
Tue Feb 14 2023,2596341,35000.19,1.249935,1.250602,0.8651501,0.8988308,0.8872776,96,28.5,20,9.621398,800,103.1779,23.8578,5.777414063,-76.5286218,17.851428,94.3800498,6.195251898,6.718,36,-60,0.49
Tue Feb 14 2023,2602482,35002.97,1.247284,1.246271,0.8638411,0.8997878,0.8930398,86.3,28.5,20,9.621398,800,103.1779,23.79239,5.978846191,-76.8886506,16.50132,93.3899706,6.415324147,6.747,34.3,-52,0.5
Tue Feb 14 2023,2608608,34995.5,1.253329,1.253999,0.8665898,0.899472,0.8945657,86.5,28.5,20,9.621398,800,103.1779,22.79047,3.762892822,-76.88115,14.401152,91.282302,3.994310961,6.774,32.5,-54,0.51
Tue Feb 14 2023,2614752,35001.63,1.250654,1.248639,0.863017,0.8989596,0.8919681,93,28.5,20,9.621398,800,103.1779,22.29718,3.762892822,-76.8886506,13.201056,90.0897066,3.994310961,6.844,31.2,-61.8,0.52
Tue Feb 14 2023,2620888,35000.59,1.247859,1.247145,0.8657877,0.9002341,0.8945871,95.4,28.5,20,9.621398,800,103.1779,22.90415,5.869916016,-76.8886506,12.150972,89.0396226,6.296313794,6.879,29.6,-65.8,0.53
Tue Feb 14 2023,2627031,34997.08,1.246116,1.246646,0.8686816,0.8994147,0.8915269,83.4,28.5,20,9.621398,800,103.1779,22.51758,5.845486816,-76.8886506,10.725858,87.6145086,6.269623966,6.89,28.8,-54.6,0.54
Tue Feb 14 2023,2633170,35003.76,1.246293,1.245415,0.8648441,0.9027489,0.890263,77.1,28.5,20,9.621398,800,103.1779,22.96727,5.898351074,-76.8886506,10.650852,87.5395026,6.327380175,6.918,27.5,-49.6,0.55
Tue Feb 14 2023,2639311,34996.65,1.243153,1.243833,0.855767,0.8919669,0.8812608,84.1,28.6,20,9.621398,800,103.1779,23.20331,5.897438965,-76.88115,8.100648,84.981798,6.326383661,6.973,26.3,-57.8,0.56
Tue Feb 14 2023,2645450,35002.69,1.244,1.244157,0.8634912,0.897724,0.8907396,77.7,28.6,20,9.621398,800,103.1779,23.33504,5.876426758,-76.8886506,8.100648,84.9892986,6.303427027,6.975,25.4,-52.3,0.57
Tue Feb 14 2023,2651593,35000.11,1.24788,1.248705,0.862987,0.8969912,0.8865952,82.8,28.6,20,9.621398,800,103.1779,23.16268,5.956432129,-76.88115,7.800624,84.681774,6.390835932,6.987,24.6,-58.2,0.58
Tue Feb 14 2023,2657734,35001.8,1.248029,1.246346,0.8687168,0.8932127,0.8826698,74,28.6,20,9.621398,800,103.1779,23.13026,5.97190332,-76.88115,6.00048,82.88163,6.407738796,7.023,23.4,-50.6,0.59
Tue Feb 14 2023,2663875,34999.04,1.244964,1.244682,0.8653296,0.8949133,0.8886259,77.4,28.6,20,9.621398,800,103.1779,22.53799,5.962414063,-76.8886506,4.50036,81.3890106,6.397371422,7.041,22.6,-54.8,0.6
Tue Feb 14 2023,2670013,34992.15,1.247664,1.250871,0.8630089,0.9001939,0.8863981,87.3,28.6,20,9.621398,800,103.1779,22.76217,6.011234863,-76.8886506,4.725378,81.6140286,6.45071,7.057,21.6,-65.7,0.61
Tue Feb 14 2023,2676156,35002.41,1.249539,1.248438,0.8658742,0.9034466,0.8924443,84.1,28.6,20,9.621398,800,103.1779,22.82564,6.033931641,-76.8886506,3.825306,80.7139566,6.475507091,7.078,20.8,-63.3,0.62
Tue Feb 14 2023,2682297,35009.93,1.245763,1.244908,0.8641702,0.9007227,0.8945631,69.7,28.6,20,9.621398,800,103.1779,23.40347,6.025060547,-76.8886506,3.075246,79.9638966,6.465815085,7.063,20.2,-49.5,0.63
Tue Feb 14 2023,2688437,35006.33,1.238889,1.238425,0.8655646,0.8988941,0.8912144,74.4,28.6,20,9.621398,800,103.1779,22.99313,6.05610498,-76.88115,2.25018,79.13133,6.499732307,7.106,19.6,-54.8,0.64
Tue Feb 14 2023,2694568,35003.75,1.245607,1.245006,0.8632568,0.8978805,0.8898268,69.4,28.6,20,9.621398,800,103.1779,23.21019,6.075787598,-76.8886506,1.350108,78.2387586,6.521236313,7.101,18.9,-50.5,0.65
Tue Feb 14 2023,2700702,35000.46,1.24058,1.241373,0.8586928,0.8953702,0.8852623,78.2,28.7,20,9.621398,800,103.1779,23.321,6.070170898,-76.8886506,0.300024,77.1886746,6.515099856,7.111,18.6,-59.6,0.66
Tue Feb 14 2023,2706832,34996.64,1.243853,1.245366,0.8551499,0.8913949,0.8838667,78.7,28.7,20,9.621398,800,103.1779,23.03245,6.051602539,-76.8886506,0.825066,77.7137166,6.494813219,7.105,18.4,-60.3,0.67
Tue Feb 14 2023,2712968,35002.54,1.239909,1.238812,0.8575484,0.8972183,0.8893009,61.9,28.7,20,9.621398,800,103.1779,22.76561,6.09221875,-76.88115,0.75006,77.63121,6.539187971,7.151,17.7,-44.2,0.68
Tue Feb 14 2023,2719109,35007.44,1.236853,1.23447,0.8576307,0.8904879,0.8835117,63,28.7,20,9.621398,800,103.1779,22.65707,6.064632324,-76.8886506,0.525042,77.4136926,6.509048754,7.152,17.4,-45.6,0.69
Tue Feb 14 2023,2725248,34997.29,1.235878,1.23729,0.8565392,0.889692,0.882888,78.5,28.7,20,9.621398,800,103.1779,22.97932,6.100100586,-76.8886506,0.075006,76.9636566,6.547799176,7.155,17,-61.5,0.7
Tue Feb 14 2023,2731389,35002.91,1.241703,1.240882,0.8592747,0.8917881,0.8811518,71.9,28.7,20,9.621398,800,103.1779,22.39169,6.099369141,-76.88115,0.075006,76.956156,6.547000044,7.15,16.6,-55.3,0.71
Tue Feb 14 2023,2737535,34997.66,1.24117,1.243586,0.8597118,0.8930905,0.8851894,55.6,28.7,20,9.621398,800,103.1779,22.97855,6.113860352,-76.88115,-0.75006,76.13109,6.562832243,7.147,16.1,-39.5,0.72
Tue Feb 14 2023,2743671,35004.47,1.238726,1.238329,0.8546597,0.8934912,0.8775642,72.5,28.7,20,9.621398,800,103.1779,23.62341,6.092755859,-76.8886506,0.075006,76.9636566,6.539774784,7.152,15.9,-56.6,0.73
Tue Feb 14 2023,2749812,35002.72,1.237313,1.235324,0.8606991,0.8920999,0.8802142,73,28.7,20,9.621398,800,103.1779,23.20861,6.096719727,-76.88115,0.075006,76.956156,6.544105459,7.172,15.7,-57.3,0.74
Tue Feb 14 2023,2755953,35001.74,1.236343,1.23544,0.8542346,0.8852858,0.8780957,53.9,28.7,20,9.621398,800,103.1779,22.89263,6.065180664,-76.88115,-0.450036,76.431114,6.509647836,7.163,15.3,-38.6,0.75
Tue Feb 14 2023,2762093,34998.76,1.235619,1.23663,0.8531185,0.8922397,0.8825029,51.6,28.7,20,9.621398,800,103.1779,22.41412,6.132672363,-76.8886506,0.075006,76.9636566,6.58338508,7.192,15.1,-36.5,0.76
Tue Feb 14 2023,2768234,35003.38,1.236847,1.23558,0.857537,0.8952482,0.8871984,68,28.7,20,9.621398,800,103.1779,22.57082,6.138831055,-76.8886506,0.075006,76.9636566,6.590113684,7.188,14.9,-53.1,0.77
Tue Feb 14 2023,2774374,35004.79,1.234635,1.23354,0.8551786,0.8909265,0.8793756,70.2,28.7,20,9.621398,800,103.1779,23.12287,6.098040527,-76.8886506,-1.050084,75.8385666,6.545548484,7.191,14.7,-55.5,0.78
Tue Feb 14 2023,2780504,34997.07,1.237647,1.237082,0.8558646,0.8880748,0.879431,57.6,28.8,20,9.621398,800,103.1779,23.72429,6.135374023,-76.88115,-1.200096,75.681054,6.586336746,7.169,14.5,-43.1,0.79
